year,parcel_name,parcel_id,type,sub_type,other,amount_t,units,percent_imported
2020,parcel7,c8cc07d9-a08d-4e3d-ae1f-d791f7937590,fodder,generic fodder,NA,0,tonnes,0
2020,parcel1,9815d0ed-21b1-4267-a8e6-76e19be7de5b,fodder,generic fodder,NA,0,tonnes,0
2021,parcel2,7ad2c172-090b-4197-9bb5-b21eeedecc2e,fodder,generic fodder,NA,0,tonnes,0
2021,parcel3,c0133b63-ccc1-4df2-96ad-34394be98857,fodder,generic fodder,NA,0,tonnes,0
2021,parcel4,2ce942de-c828-4bd1-b952-7cf4ab7bda50,fodder,generic fodder,NA,0,tonnes,0
2021,parcel5,a4d38620-6c13-4754-93a3-c58d2bac76fb,fodder,generic fodder,NA,0,tonnes,0
2021,parcel6,2cab2226-8037-4d3e-adcd-b3116bb5ec17,fodder,generic fodder,NA,0,tonnes,0
2021,parcel7,c8cc07d9-a08d-4e3d-ae1f-d791f7937590,fodder,generic fodder,NA,0,tonnes,0
2021,parcel1,9815d0ed-21b1-4267-a8e6-76e19be7de5b,fodder,generic fodder,NA,0,tonnes,0
2022,parcel2,7ad2c172-090b-4197-9bb5-b21eeedecc2e,fodder,generic fodder,NA,0,tonnes,0
2022,parcel3,c0133b63-ccc1-4df2-96ad-34394be98857,fodder,generic fodder,NA,0,tonnes,0
2022,parcel4,2ce942de-c828-4bd1-b952-7cf4ab7bda50,fodder,generic fodder,NA,0,tonnes,0
2022,parcel5,a4d38620-6c13-4754-93a3-c58d2bac76fb,fodder,generic fodder,NA,0,tonnes,0
2022,parcel6,2cab2226-8037-4d3e-adcd-b3116bb5ec17,fodder,generic fodder,NA,0,tonnes,0
2022,parcel7,c8cc07d9-a08d-4e3d-ae1f-d791f7937590,fodder,generic fodder,NA,0,tonnes,0
2022,parcel1,9815d0ed-21b1-4267-a8e6-76e19be7de5b,fodder,generic fodder,NA,0,tonnes,0
2023,parcel2,7ad2c172-090b-4197-9bb5-b21eeedecc2e,fodder,generic fodder,NA,0,tonnes,100
2023,parcel3,c0133b63-ccc1-4df2-96ad-34394be98857,fodder,generic fodder,NA,0,tonnes,100
2023,parcel4,2ce942de-c828-4bd1-b952-7cf4ab7bda50,fodder,generic fodder,NA,0,tonnes,100
2023,parcel5,a4d38620-6c13-4754-93a3-c58d2bac76fb,fodder,generic fodder,NA,0,tonnes,100
2023,parcel6,2cab2226-8037-4d3e-adcd-b3116bb5ec17,fodder,generic fodder,NA,0,tonnes,100
2023,parcel7,c8cc07d9-a08d-4e3d-ae1f-d791f7937590,fodder,generic fodder,NA,0,tonnes,100
2023,parcel1,9815d0ed-21b1-4267-a8e6-76e19be7de5b,fodder,generic fodder,NA,1.6,tonnes,100
